ID,Activity ID,Activity Name,Project ID,Project Name,Activity type,Parent WBS ID,Resources,Resource IDs,Primary Resource,Schedule % Complete,Activity Status,Planned Start,Actual Start,Planned Finish,Actual Finish,Predecessor Details,Predecessors,Successor Details,Successors,Project Week Planned Start,Project Week Actual Start,Project Week Planned Finish,Project Week Actual Finish,Project Month Planned Start,Project Month Actual Start,Project Month Planned Finish,Project Month Actual Finish,Activity nth Percentile Rank by Start Date,Total Float,Full Path,In Degree Original,Out Degree Original,Betweeness Centrality Original,Forward Reach Original,Reverse Reach Original,Duration Original,Critical Path Index Original,Page Rank Original,In Degree Normalized,Out Degree Normalized,Betweeness Centrality Normalized,Forward Reach Normalized,Reverse Reach Normalized,Duration Normalized,Critical Path Index Normalized,Page Rank Normalized
1.2.1.1-1,PCS00010,"Post TB2 P/L",7112,"CCGTD1_IPS",TT_FinMile,"61678",-,-,-,0,TK_NotStart,31/05/2022,,31/05/2022,,"","","","",356,,356,,83,,83,,99,0,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;POST TB2 P/L",0,0,0.0,0.0,0.0,0,1.0,0.0000812387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2.1.2,61674,"DOCUMENTATION",7112,"CCGTD1_IPS",WBS,"61670",,,,100,Complete,16/07/2021,,16/07/2021,,,,,,311,,311,,72,,72,,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES"
1.2.1.2.1,61677,"SDS - Software Deliverable Schedule",7112,"CCGTD1_IPS",WBS,"61674",,,,0,NotStart,16/07/2021,,16/07/2021,,,,,,311,,311,,72,,72,,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;DOCUMENTATION"
1.2.1.2.1-1,SP-92-2-45,"AS BUILT DOCUMENTATION [submittal to customer]",7112,"CCGTD1_IPS",TT_Mile,"61677",-,-,-,0,TK_NotStart,16/07/2021,,16/07/2021,,"","","SI1---2-50 FS","SI1---2-50",311,,311,,72,,72,,99,8,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;DOCUMENTATION;SDS - Software Deliverable Schedule",0,1,0.0,0.0002034588,0.0,0,0.0,0.0000812387,0.0,0.0030769231,0.0,0.0005221932,0.0,0.0,0.0,0.0
1.2.1.2.2,61676,"Software Deliverables Construction/ Commissioning",7112,"CCGTD1_IPS",WBS,"61674",,,,0,NotStart,16/07/2021,,16/07/2021,,,,,,311,,311,,72,,72,,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;DOCUMENTATION"
1.2.1.2.2-1,SI-92-2-96,"MARK-UPS FROM SITE AVAILABLE",7112,"CCGTD1_IPS",TT_FinMile,"61676",-,-,-,0,TK_NotStart,16/07/2021,,16/07/2021,,"","","","",311,,311,,72,,72,,99,0,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;DOCUMENTATION;Software Deliverables Construction/ Commissioning",0,0,0.0,0.0,0.0,0,1.0,0.0000812387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2.1.2.3,61675,"Operation & Maintenance Manuals",7112,"CCGTD1_IPS",WBS,"61674",,,,0,NotStart,16/07/2021,,16/07/2021,,,,,,311,,311,,72,,72,,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;DOCUMENTATION"
1.2.1.2.3-1,SI-1102-40,"FINAL OPERATING AND MAINTENANCE DOCUMENTATION (O&M)",7112,"CCGTD1_IPS",TT_FinMile,"61675",-,-,-,0,TK_NotStart,16/07/2021,,16/07/2021,,"","","","",311,,311,,72,,72,,99,0,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;DOCUMENTATION;Operation & Maintenance Manuals",0,0,0.0,0.0,0.0,0,1.0,0.0000812387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2.1.3,61671,"MILESTONE",7112,"CCGTD1_IPS",WBS,"61670",,,,100,Complete,31/05/2021,31/05/2021,16/07/2021,,,,,,304,341,311,,71,79,72,,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES"
1.2.1.3.1,61673,"BOP Option_Key Dates / Contract Schedule 3A (Programme Requirements & Constraints)",7112,"CCGTD1_IPS",WBS,"61671",,,,0,NotStart,16/07/2021,,16/07/2021,,,,,,311,,311,,72,,72,,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;MILESTONE"
1.2.1.3.1-1,SI1---3-53,"(BOP6) COMPLETION AND SIGN OFF OF ALL CHECK SHEET TO CONFIRM COMPLETION OF HOT COMMISSIONING",7112,"CCGTD1_IPS",TT_FinMile,"61673",-,-,-,0,TK_NotStart,16/07/2021,,16/07/2021,,"SI1---2-35 FF","SI1---2-35","","",311,,311,,72,,72,,99,0,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;MILESTONE;BOP Option_Key Dates / Contract Schedule 3A (Programme Requirements & Constraints)",1,0,0.0,0.0,0.0004069176,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0012870013,0.0,1.0,0.0
1.2.1.3.2,61672,"Key Dates / Contract Schedule 3A (Programme Requirements & Constraints)",7112,"CCGTD1_IPS",WBS,"61671",,,,,Active,31/05/2021,31/05/2021,16/07/2021,,,,,,304,341,311,,71,79,72,,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;MILESTONE"
1.2.1.3.2-1,SI1---2-40,"(6c) COMPLETION AND SIGN OFF OF ALL CHECK SHEET TO CONFIRM COMPLETION OF HOT COMMISSIONING",7112,"CCGTD1_IPS",TT_FinMile,"61672",-,-,-,100,TK_Complete,31/05/2021,31/05/2021,31/05/2021,31/05/2021,"SI1---2-35 FF","SI1---2-35","SI1---2-50 FF,SI1---2-45 FF","SI1---2-50,SI1---2-45",304,341,304,341,71,79,71,79,96,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;MILESTONE;Key Dates / Contract Schedule 3A (Programme Requirements & Constraints)",1,2,0.0000001656,0.0004069176,0.0004069176,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.00025,0.0010443864,0.0012870013,0.0,1.0,0.0
1.2.1.3.2-2,SI1---2-50,"(6e) COMPLETION OF AS-BUILT DRAWINGS AND OTHER COMPLETION DOCUMENTS",7112,"CCGTD1_IPS",TT_FinMile,"61672",-,-,-,0,TK_NotStart,16/07/2021,,16/07/2021,,"SI1---2-40 FF,SP-92-2-45 FS","SI1---2-40,SP-92-2-45","","",311,,311,,72,,72,,99,0,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;MILESTONE;Key Dates / Contract Schedule 3A (Programme Requirements & Constraints)",2,0,0.0,0.0,0.0008138352,0,1.0,0.0000812387,0.0136986301,0.0,0.0,0.0,0.0025740026,0.0,1.0,0.0
1.2.1.3.2-3,SI1---2-45,"(6d) COMPLETION OF O&M MANUALS",7112,"CCGTD1_IPS",TT_FinMile,"61672",-,-,-,0,TK_NotStart,16/07/2021,,16/07/2021,,"SI1---2-40 FF","SI1---2-40","","",311,,311,,72,,72,,99,0,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;POST COMMISSIONING DELIVERABLES;MILESTONE;Key Dates / Contract Schedule 3A (Programme Requirements & Constraints)",1,0,0.0,0.0,0.0006103764,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0019305019,0.0,1.0,0.0
1.2.2,58519,"COLD COMMISSIONING",7112,"CCGTD1_IPS",WBS,"58518",,,,100,Complete,23/05/2019,22/05/2019,07/06/2021,,,,,,199,235,305,,46,55,71,,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning"
1.2.2.1,58612,"CLP System",7112,"CCGTD1_IPS",WBS,"58519",,,,100,Complete,09/12/2019,18/11/2019,07/07/2020,17/01/2020,,,,,227,261,257,270,53,61,60,63,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING"
1.2.2.1.1,58622,"10CHA",7112,"CCGTD1_IPS",WBS,"58612",,,,100,Complete,02/07/2020,06/01/2020,07/07/2020,06/01/2020,,,,,257,268,257,268,60,62,60,62,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System"
1.2.2.1.1-1,CCOM4840,"Primary protection test discussion",7112,"CCGTD1_IPS",TT_Task,"58622",-,-,-,100,TK_Complete,02/07/2020,06/01/2020,07/07/2020,06/01/2020,"","","","",257,268,257,268,60,62,60,62,95,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10CHA",0,0,0.0,0.0,0.0,5,1.0,0.0000812387,0.0,0.0,0.0,0.0,0.0,0.0112107623,1.0,0.0
1.2.2.1.2,58621,"10EK",7112,"CCGTD1_IPS",WBS,"58612",,,,100,Complete,02/07/2020,06/01/2020,07/07/2020,17/01/2020,,,,,257,268,257,270,60,62,60,63,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System"
1.2.2.1.2-1,CCOM4830,"EK purging procedure review",7112,"CCGTD1_IPS",TT_Task,"58621",-,-,-,100,TK_Complete,02/07/2020,06/01/2020,07/07/2020,10/01/2020,"","","CCOM5130 FS","CCOM5130",257,268,257,269,60,62,60,62,95,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10EK",0,1,0.0,0.0002034588,0.0,5,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0005221932,0.0,0.0112107623,1.0,0.0
1.2.2.1.2-2,CCOM5130,"EK purging procedure review",7112,"CCGTD1_IPS",TT_Task,"58621",-,-,-,100,TK_Complete,02/07/2020,13/01/2020,07/07/2020,17/01/2020,"CCOM4830 FS","CCOM4830","","",257,269,257,270,60,62,60,63,96,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10EK",1,0,0.0,0.0,0.0002034588,5,1.0,0.0001503957,0.0068493151,0.0,0.0,0.0,0.0006435006,0.0112107623,1.0,0.0283369572
1.2.2.1.3,58620,"10ZTA",7112,"CCGTD1_IPS",WBS,"58612",,,,100,Complete,02/07/2020,16/12/2019,07/07/2020,21/12/2019,,,,,257,265,257,266,60,61,60,62,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System"
1.2.2.1.3-1,CCOM4560,"Chemical clean effluent coordination",7112,"CCGTD1_IPS",TT_Task,"58620",-,-,-,100,TK_Complete,02/07/2020,16/12/2019,07/07/2020,21/12/2019,"","","","",257,265,257,266,60,61,60,62,95,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10ZTA",0,0,0.0,0.0,0.0,5,1.0,0.0000812387,0.0,0.0,0.0,0.0,0.0,0.0112107623,1.0,0.0
1.2.2.1.4,58619,"10EGC",7112,"CCGTD1_IPS",WBS,"58612",,,,100,Complete,02/07/2020,11/12/2019,07/07/2020,12/12/2019,,,,,257,264,257,264,60,61,60,61,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System"
1.2.2.1.4-1,CCOM4240,"Rotation checks & motor solo runs for Fuel oil forwarding pumps",7112,"CCGTD1_IPS",TT_Task,"58619",-,-,-,100,TK_Complete,02/07/2020,11/12/2019,07/07/2020,12/12/2019,"","","","",257,264,257,264,60,61,60,61,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10EGC",0,0,0.0,0.0,0.0,5,1.0,0.0000812387,0.0,0.0,0.0,0.0,0.0,0.0112107623,1.0,0.0
1.2.2.1.5,58618,"10EG",7112,"CCGTD1_IPS",WBS,"58612",,,,100,Complete,02/07/2020,25/11/2019,07/07/2020,17/01/2020,,,,,257,262,257,270,60,61,60,63,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System"
1.2.2.1.5-1,CCOM4140,"EG Tie-in work coordination",7112,"CCGTD1_IPS",TT_Task,"58618",-,-,-,100,TK_Complete,02/07/2020,25/11/2019,07/07/2020,29/11/2019,"","","CCOM4300 FS","CCOM4300",257,262,257,263,60,61,60,61,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10EG",0,1,0.0,0.0008138352,0.0,5,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0020887728,0.0,0.0112107623,1.0,0.0
1.2.2.1.5-2,CCOM4300,"EG Tie-in work coordination",7112,"CCGTD1_IPS",TT_Task,"58618",-,-,-,100,TK_Complete,02/07/2020,09/12/2019,07/07/2020,13/12/2019,"CCOM4140 FS","CCOM4140","CCOM4530 FS","CCOM4530",257,264,257,265,60,61,60,61,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10EG",1,1,0.0000001242,0.0006103764,0.0002034588,5,1.0,0.0001503957,0.0068493151,0.0030769231,0.0001875,0.0015665796,0.0006435006,0.0112107623,1.0,0.0283369572
1.2.2.1.5-3,CCOM4530,"EG Tie-in work coordination",7112,"CCGTD1_IPS",TT_Task,"58618",-,-,-,100,TK_Complete,02/07/2020,16/12/2019,07/07/2020,20/12/2019,"CCOM4300 FS","CCOM4300","CCOM4820 FS","CCOM4820",257,265,257,266,60,61,60,62,95,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10EG",1,1,0.0000001656,0.0004069176,0.0004069176,5,1.0,0.000209244,0.0068493151,0.0030769231,0.00025,0.0010443864,0.0012870013,0.0112107623,1.0,0.0524499399
1.2.2.1.5-4,CCOM4820,"EG Tie-in work coordination",7112,"CCGTD1_IPS",TT_Task,"58618",-,-,-,100,TK_Complete,02/07/2020,06/01/2020,07/07/2020,10/01/2020,"CCOM4530 FS","CCOM4530","CCOM5120 FS","CCOM5120",257,268,257,269,60,62,60,62,95,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10EG",1,1,0.0000001242,0.0002034588,0.0006103764,5,1.0,0.0002593786,0.0068493151,0.0030769231,0.0001875,0.0005221932,0.0019305019,0.0112107623,1.0,0.0729924654
1.2.2.1.5-5,CCOM5120,"EG Tie-in work coordination",7112,"CCGTD1_IPS",TT_Task,"58618",-,-,-,100,TK_Complete,02/07/2020,13/01/2020,07/07/2020,17/01/2020,"CCOM4820 FS","CCOM4820","","",257,269,257,270,60,62,60,63,96,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10EG",1,0,0.0,0.0,0.0008138352,5,1.0,0.0003021254,0.0068493151,0.0,0.0,0.0,0.0025740026,0.0112107623,1.0,0.0905078876
1.2.2.1.6,58617,"10QJA",7112,"CCGTD1_IPS",WBS,"58612",,,,100,Complete,02/07/2020,25/11/2019,07/07/2020,20/12/2019,,,,,257,262,257,266,60,61,60,62,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System"
1.2.2.1.6-1,CCOM4130,"QJA10 / QJA20 Tie-in work coordination",7112,"CCGTD1_IPS",TT_Task,"58617",-,-,-,100,TK_Complete,02/07/2020,25/11/2019,07/07/2020,29/11/2019,"","","CCOM4290 FS","CCOM4290",257,262,257,263,60,61,60,61,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10QJA",0,1,0.0,0.0004069176,0.0,5,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0010443864,0.0,0.0112107623,1.0,0.0
1.2.2.1.6-2,CCOM4290,"QJA10 / QJA20 Tie-in work coordination",7112,"CCGTD1_IPS",TT_Task,"58617",-,-,-,100,TK_Complete,02/07/2020,09/12/2019,07/07/2020,13/12/2019,"CCOM4130 FS","CCOM4130","CCOM4520 FS","CCOM4520",257,264,257,265,60,61,60,61,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10QJA",1,1,0.0000000414,0.0002034588,0.0002034588,5,1.0,0.0001503957,0.0068493151,0.0030769231,0.0000625,0.0005221932,0.0006435006,0.0112107623,1.0,0.0283369572
1.2.2.1.6-3,CCOM4520,"QJA10 / QJA20 Tie-in work coordination",7112,"CCGTD1_IPS",TT_Task,"58617",-,-,-,100,TK_Complete,02/07/2020,16/12/2019,07/07/2020,20/12/2019,"CCOM4290 FS","CCOM4290","","",257,265,257,266,60,61,60,62,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10QJA",1,0,0.0,0.0,0.0004069176,5,1.0,0.000209244,0.0068493151,0.0,0.0,0.0,0.0012870013,0.0112107623,1.0,0.0524499399
1.2.2.1.7,58616,"10GHD",7112,"CCGTD1_IPS",WBS,"58612",,,,100,Complete,02/07/2020,19/11/2019,07/07/2020,26/11/2019,,,,,257,261,257,262,60,61,60,61,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System"
1.2.2.1.7-1,CCOM3760,"GHD Tie-in work coordination",7112,"CCGTD1_IPS",TT_Task,"58616",-,-,-,100,TK_Complete,02/07/2020,19/11/2019,07/07/2020,22/11/2019,"","","CCOM4120 FS","CCOM4120",257,261,257,262,60,61,60,61,93,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10GHD",0,1,0.0,0.0002034588,0.0,5,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0005221932,0.0,0.0112107623,1.0,0.0
1.2.2.1.7-2,CCOM4120,"GHD Tie-in work coordination",7112,"CCGTD1_IPS",TT_Task,"58616",-,-,-,100,TK_Complete,02/07/2020,25/11/2019,07/07/2020,26/11/2019,"CCOM3760 FS","CCOM3760","","",257,262,257,262,60,61,60,61,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10GHD",1,0,0.0,0.0,0.0002034588,5,1.0,0.0001503957,0.0068493151,0.0,0.0,0.0,0.0006435006,0.0112107623,1.0,0.0283369572
1.2.2.1.8,58615,"10SGA",7112,"CCGTD1_IPS",WBS,"58612",,,,100,Complete,02/07/2020,18/11/2019,07/07/2020,17/01/2020,,,,,257,261,257,270,60,61,60,63,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System"
1.2.2.1.8-1,CCOM3750,"Fresh water fire fight system preparation and spray test",7112,"CCGTD1_IPS",TT_Task,"58615",-,-,-,100,TK_Complete,02/07/2020,18/11/2019,07/07/2020,18/11/2019,"","","CCOM5140 FS","CCOM5140",257,261,257,261,60,61,60,61,93,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10SGA",0,1,0.0,0.0002034588,0.0,5,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0005221932,0.0,0.0112107623,1.0,0.0
1.2.2.1.8-2,CCOM5140,"Fire Fighting System flushing coordination",7112,"CCGTD1_IPS",TT_Task,"58615",-,-,-,100,TK_Complete,02/07/2020,13/01/2020,07/07/2020,17/01/2020,"CCOM3750 FS","CCOM3750","","",257,269,257,270,60,62,60,63,96,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10SGA",1,0,0.0,0.0,0.0002034588,5,1.0,0.0001503957,0.0068493151,0.0,0.0,0.0,0.0006435006,0.0112107623,1.0,0.0283369572
1.2.2.1.9,58614,"10BAT",7112,"CCGTD1_IPS",WBS,"58612",,,,100,Complete,09/12/2019,18/11/2019,07/07/2020,22/12/2019,,,,,227,261,257,266,53,61,60,62,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System"
1.2.2.1.9-1,CCOM3740,"Backfeed Coordination (HV injection & interlock/intertrip tests)",7112,"CCGTD1_IPS",TT_Task,"58614",-,-,-,100,TK_Complete,02/07/2020,18/11/2019,07/07/2020,21/11/2019,"","","CCOM4100 FS","CCOM4100",257,261,257,261,60,61,60,61,93,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10BAT",0,1,0.0,0.0008138352,0.0,5,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0020887728,0.0,0.0112107623,1.0,0.0
1.2.2.1.9-2,CCOM4100,"Backfeed Coordination (Document review)",7112,"CCGTD1_IPS",TT_Task,"58614",-,-,-,100,TK_Complete,02/07/2020,25/11/2019,07/07/2020,29/11/2019,"CCOM3740 FS","CCOM3740","CCOM4310 FS","CCOM4310",257,262,257,263,60,61,60,61,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10BAT",1,1,0.0000001242,0.0006103764,0.0002034588,5,1.0,0.0001503957,0.0068493151,0.0030769231,0.0001875,0.0015665796,0.0006435006,0.0112107623,1.0,0.0283369572
1.2.2.1.9-3,CCOM4310,"Issue for BAT re-energization after outage",7112,"CCGTD1_IPS",TT_Task,"58614",-,-,-,100,TK_Complete,09/12/2019,10/12/2019,13/12/2019,13/12/2019,"CCOM4100 FS","CCOM4100","CCOM4540 FS","CCOM4540",227,264,228,265,53,61,53,61,85,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10BAT",1,1,0.0000001656,0.0004069176,0.0004069176,4,1.0,0.000209244,0.0068493151,0.0030769231,0.00025,0.0010443864,0.0012870013,0.0089686099,1.0,0.0524499399
1.2.2.1.9-4,CCOM4540,"Issue for BAT re-energization after outage",7112,"CCGTD1_IPS",TT_Task,"58614",-,-,-,100,TK_Complete,02/07/2020,17/12/2019,07/07/2020,20/12/2019,"CCOM4310 FS","CCOM4310","CCOM4550 FS","CCOM4550",257,265,257,266,60,61,60,62,95,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10BAT",1,1,0.0000001242,0.0002034588,0.0006103764,5,1.0,0.0002593786,0.0068493151,0.0030769231,0.0001875,0.0005221932,0.0019305019,0.0112107623,1.0,0.0729924654
1.2.2.1.9-5,CCOM4550,"Transformer re-energization work",7112,"CCGTD1_IPS",TT_Task,"58614",-,-,-,100,TK_Complete,02/07/2020,22/12/2019,07/07/2020,22/12/2019,"CCOM4540 FS","CCOM4540","","",257,266,257,266,60,62,60,62,95,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;10BAT",1,0,0.0,0.0,0.0008138352,5,1.0,0.0003021254,0.0068493151,0.0,0.0,0.0,0.0025740026,0.0112107623,1.0,0.0905078876
1.2.2.1.10,58613,"All System",7112,"CCGTD1_IPS",WBS,"58612",,,,100,Complete,02/07/2020,18/11/2019,07/07/2020,01/12/2019,,,,,257,261,257,263,60,61,60,61,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System"
1.2.2.1.10-1,CCOM3730,"Station interface walkdowns for all upcoming terminal points (flushing/cleaning preparation)",7112,"CCGTD1_IPS",TT_Task,"58613",-,-,-,100,TK_Complete,02/07/2020,18/11/2019,07/07/2020,22/11/2019,"","","CCOM4110 FS","CCOM4110",257,261,257,262,60,61,60,61,93,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;All System",0,1,0.0,0.0002034588,0.0,5,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0005221932,0.0,0.0112107623,1.0,0.0
1.2.2.1.10-2,CCOM4110,"400kV Backfeed @ 1/12 02:00",7112,"CCGTD1_IPS",TT_Task,"58613",-,-,-,100,TK_Complete,02/07/2020,01/12/2019,07/07/2020,01/12/2019,"CCOM3730 FS","CCOM3730","","",257,263,257,263,60,61,60,61,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;CLP System;All System",1,0,0.0,0.0,0.0002034588,5,1.0,0.0001503957,0.0068493151,0.0,0.0,0.0,0.0006435006,0.0112107623,1.0,0.0283369572
1.2.2.2,58611,"LCAL MEP System",7112,"CCGTD1_IPS",WBS,"58519",,,,100,Complete,02/07/2020,18/11/2019,07/07/2020,19/01/2020,,,,,257,261,257,270,60,61,60,63,,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING"
1.2.2.2-1,CCOM3720,"MEP System Commissioining",7112,"CCGTD1_IPS",TT_Task,"58611",-,-,-,100,TK_Complete,02/07/2020,18/11/2019,07/07/2020,23/11/2019,"","","CCOM4090 FS","CCOM4090",257,261,257,262,60,61,60,61,93,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;LCAL MEP System",0,1,0.0,0.001017294,0.0,5,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0026109661,0.0,0.0112107623,1.0,0.0
1.2.2.2-2,CCOM4090,"MEP System Commissioining",7112,"CCGTD1_IPS",TT_Task,"58611",-,-,-,100,TK_Complete,02/07/2020,25/11/2019,07/07/2020,30/11/2019,"CCOM3720 FS","CCOM3720","CCOM4280 FS","CCOM4280",257,262,257,263,60,61,60,61,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;LCAL MEP System",1,1,0.0000001656,0.0008138352,0.0002034588,5,1.0,0.0001503957,0.0068493151,0.0030769231,0.00025,0.0020887728,0.0006435006,0.0112107623,1.0,0.0283369572
1.2.2.2-3,CCOM4280,"MEP System Commissioining",7112,"CCGTD1_IPS",TT_Task,"58611",-,-,-,100,TK_Complete,02/07/2020,09/12/2019,07/07/2020,14/12/2019,"CCOM4090 FS","CCOM4090","CCOM4510 FS","CCOM4510",257,264,257,265,60,61,60,61,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;LCAL MEP System",1,1,0.0000002484,0.0006103764,0.0004069176,5,1.0,0.000209244,0.0068493151,0.0030769231,0.000375,0.0015665796,0.0012870013,0.0112107623,1.0,0.0524499399
1.2.2.2-4,CCOM4510,"MEP System Commissioining",7112,"CCGTD1_IPS",TT_Task,"58611",-,-,-,100,TK_Complete,02/07/2020,16/12/2019,07/07/2020,21/12/2019,"CCOM4280 FS","CCOM4280","CCOM4810 FS","CCOM4810",257,265,257,266,60,61,60,62,94,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;LCAL MEP System",1,1,0.0000002484,0.0004069176,0.0006103764,5,1.0,0.0002593786,0.0068493151,0.0030769231,0.000375,0.0010443864,0.0019305019,0.0112107623,1.0,0.0729924654
1.2.2.2-5,CCOM4810,"MEP System Commissioining",7112,"CCGTD1_IPS",TT_Task,"58611",-,-,-,100,TK_Complete,02/07/2020,06/01/2020,07/07/2020,11/01/2020,"CCOM4510 FS","CCOM4510","CCOM5110 FS","CCOM5110",257,268,257,269,60,62,60,62,95,,"CCGT D1_Integrated Programme Schedule;(OEM) Commissioning;COLD COMMISSIONING;LCAL MEP System",1,1,0.0000001656,0.0002034588,0.0008138352,5,1.0,0.0003021254,0.0068493151,0.0030769231,0.00025,0.0005221932,0.0025740026,0.0112107623,1.0,0.0905078876
